Author,Institution,Venue,Year,AdjustedCount
James R. McKay,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Dennis DeTurck,University of Pennsylvania,Compositio Mathematica,1983,2.0
Dennis DeTurck,University of Pennsylvania,Journal of Differential Geometry,2013,0.5
Dennis DeTurck,University of Pennsylvania,Journal of Differential Geometry,1983,1.0
Dennis DeTurck,University of Pennsylvania,Communications on Pure and Applied Mathematics,1989,0.3333333333333333
Dennis DeTurck,University of Pennsylvania,Communications on Pure and Applied Mathematics,1987,0.5
John Chadam,University of Pittsburgh,Annals of Probability,2011,0.25
Hoda Bidkhori,University of Pittsburgh,"Journal of Combinatorial Theory, Series A",2012,1.0
Peter McGrath,University of Pennsylvania,Communications on Pure and Applied Mathematics,2019,0.5
Meredith L. Wallace,University of Pittsburgh,Journal of the American Statistical Association,2018,0.2
David C. Wang,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1979,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,2015,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,1992,2.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,2004,1.25
Mark G. Low,University of Pennsylvania,Annals of Statistics,2006,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,2005,1.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,1997,1.3333333333333333
Mark G. Low,University of Pennsylvania,Annals of Statistics,2003,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,1991,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,1996,2.0
Mark G. Low,University of Pennsylvania,Annals of Statistics,2002,0.25
Mark G. Low,University of Pennsylvania,Annals of Statistics,2011,0.5
Mark G. Low,University of Pennsylvania,Annals of Statistics,1995,1.0
Mark G. Low,University of Pennsylvania,Journal of the American Statistical Association,2014,0.3333333333333333
Mark G. Low,University of Pennsylvania,Annals of Statistics,2013,0.3333333333333333
Mark G. Low,University of Pennsylvania,Annals of Statistics,1993,1.0
Rui Feng,University of Pennsylvania,Journal of the American Statistical Association,2003,0.3333333333333333
Rui Feng,University of Pennsylvania,Journal of the American Statistical Association,2015,0.3333333333333333
Yoram Vodovotz,University of Pittsburgh,Journal of Computational Physics,2013,0.1
Inanc Senocak,University of Pittsburgh,Journal of Computational Physics,2018,0.5
Vasu Tewari,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2019,2.5
Vasu Tewari,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2016,0.6666666666666666
Raiden B. Hasegawa,University of Pennsylvania,Annals of Statistics,2019,1.0
Yuanpei Cao,University of Pennsylvania,Journal of the American Statistical Association,2019,0.3333333333333333
Mary E. Putt,University of Pennsylvania,Journal of the American Statistical Association,2000,0.5
Ivet Bahar,University of Pittsburgh,Journal of Computational Chemistry,2002,0.3333333333333333
Barbara A. Mellers,University of Pennsylvania,Annals of Statistics,2014,0.2
Shyamal D. Peddada,University of Pittsburgh,Annals of Statistics,1994,0.5
Shyamal D. Peddada,University of Pittsburgh,Journal of the American Statistical Association,2007,0.3333333333333333
Shyamal D. Peddada,University of Pittsburgh,Journal of the American Statistical Association,2009,0.3333333333333333
Shyamal D. Peddada,University of Pittsburgh,Annals of Probability,1991,0.5
Shyamal D. Peddada,University of Pittsburgh,Journal of the American Statistical Association,2011,0.5
Shyamal D. Peddada,University of Pittsburgh,Journal of Statistical Software,2013,0.25
Shyamal D. Peddada,University of Pittsburgh,Annals of Statistics,2013,0.5
Shyamal D. Peddada,University of Pittsburgh,Annals of Probability,1992,0.5
Shyamal D. Peddada,University of Pittsburgh,Journal of the American Statistical Association,2018,0.3333333333333333
Shyamal D. Peddada,University of Pittsburgh,Journal of Statistical Software,2016,0.5
Shyamal D. Peddada,University of Pittsburgh,Journal of the American Statistical Association,1996,0.5
Bikram Karmakar,University of Pennsylvania,Annals of Statistics,2020,0.3333333333333333
John M. MacDonald,University of Pennsylvania,Journal of the American Statistical Association,2009,0.5
Joseph P. Costantino,University of Pittsburgh,Journal of the American Statistical Association,2007,0.3333333333333333
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2015,1.0
Nancy R. Zhang,University of Pennsylvania,Journal of the American Statistical Association,2007,0.5
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2010,0.2
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2011,0.3333333333333333
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2012,1.0333333333333332
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2016,0.25
Nancy R. Zhang,University of Pennsylvania,Journal of the American Statistical Association,2010,0.5
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2017,0.2
Nancy R. Zhang,University of Pennsylvania,Annals of Statistics,2008,0.3333333333333333
Nancy R. Zhang,University of Pennsylvania,Journal of the American Statistical Association,2020,0.25
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,1992,0.5
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,2007,0.5
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,1992,1.0
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,2006,0.5
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,1987,0.5
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,1991,0.5
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,1998,0.3333333333333333
Santosh S. Venkatesh,University of Pennsylvania,IEEE Transactions on Information Theory,1989,0.5
Santosh S. Venkatesh,University of Pennsylvania,Annals of Statistics,1998,0.5
Edward A. Overman,University of Pittsburgh,Journal of Computational Physics,1984,0.3333333333333333
Edward A. Overman,University of Pittsburgh,Journal of Computational Physics,1983,0.5
Edward A. Overman,University of Pittsburgh,Journal of Computational Physics,1988,0.25
Rachel R. Kelz,University of Pennsylvania,Journal of the American Statistical Association,2015,0.25
Rachel R. Kelz,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Tingni Sun,University of Pennsylvania,Annals of Statistics,2015,0.25
Tingni Sun,University of Pennsylvania,Journal of Machine Learning Research,2013,0.5
Tingni Sun,University of Pennsylvania,Annals of Statistics,2013,0.2
Michael M. Wagner,University of Pittsburgh,Journal of Machine Learning Research,2005,0.25
Philip E. Tetlock,University of Pennsylvania,Annals of Statistics,2014,0.2
Shivani Agarwal,University of Pennsylvania,Journal of Machine Learning Research,2016,1.0
Shivani Agarwal,University of Pennsylvania,Journal of Machine Learning Research,2014,2.0
Somabha Mukherjee,University of Pennsylvania,Annals of Mathematics,2019,0.3333333333333333
Somabha Mukherjee,University of Pennsylvania,Journal of the American Statistical Association,2020,0.25
Norman J. Zabusky,University of Pittsburgh,Journal of Computational Physics,1988,0.25
Norman J. Zabusky,University of Pittsburgh,Journal of Computational Physics,1984,0.3333333333333333
Norman J. Zabusky,University of Pittsburgh,Journal of Computational Physics,1983,0.5
Giusy Mazzone,University of Pittsburgh,Archive for Rational Mechanics and Analysis,2016,0.25
Sarah J. Ratcliffe,University of Pennsylvania,Journal of Statistical Software,2008,0.5
Sarah J. Ratcliffe,University of Pennsylvania,Journal of the American Statistical Association,2004,0.3333333333333333
Zijian Guo,University of Pennsylvania,Annals of Statistics,2018,0.5
Zijian Guo,University of Pennsylvania,Journal of the American Statistical Association,2019,0.25
Zijian Guo,University of Pennsylvania,Journal of Machine Learning Research,2016,1.0
Linjun Zhang,University of Pennsylvania,Annals of Statistics,2019,0.3333333333333333
Boulos Harb,University of Pennsylvania,IEEE Transactions on Information Theory,2008,1.0
John Bryant,University of Pittsburgh,Journal of the American Statistical Association,1991,0.5
Gun Ho Jang,University of Pennsylvania,Annals of Statistics,2010,0.5
Richard W. Hall,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1993,1.0
Richard W. Hall,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1982,1.0
Kristin A. Linn,University of Pennsylvania,Journal of the American Statistical Association,2017,0.3333333333333333
Kristin A. Linn,University of Pennsylvania,Journal of Statistical Software,2015,0.3333333333333333
Rebecca A. Hubbard,University of Pennsylvania,Journal of the American Statistical Association,2009,0.3333333333333333
Anindya De,University of Pennsylvania,Annals of Probability,2019,0.6666666666666666
Luke Keele,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Luke Keele,University of Pennsylvania,Journal of Statistical Software,2014,0.2
Luke Keele,University of Pennsylvania,Annals of Statistics,2018,0.75
Luke Keele,University of Pennsylvania,Journal of the American Statistical Association,2017,0.5
Luke Keele,University of Pennsylvania,Annals of Statistics,2016,0.5
Luke Keele,University of Pennsylvania,Annals of Statistics,2017,0.5
Shi-Kuo Chang,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1979,0.5
Shi-Kuo Chang,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1987,0.3333333333333333
Shi-Kuo Chang,University of Pittsburgh,IEEE Transactions on Pattern Analysis and Machine Intelligence,1984,0.5
Youjin Lee,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Ping Zhang,University of Pennsylvania,Journal of the American Statistical Association,1992,1.5
Rui Xiao,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,0.16666666666666666
Katherine L. Nathanson,University of Pennsylvania,Annals of Statistics,2017,0.2
Stephen E. Kimmel,University of Pennsylvania,Annals of Statistics,2016,0.2
Jaber J. Hasbestan,University of Pittsburgh,Journal of Computational Physics,2018,0.5
Jaber J. Hasbestan,University of Pittsburgh,Journal of Computational Physics,2017,0.5
Matteo Sordello,University of Pennsylvania,Annals of Mathematics,2018,0.5
Caiyan Li,University of Pennsylvania,Annals of Statistics,2010,0.5
Haochang Shou,University of Pennsylvania,Annals of Statistics,2014,0.16666666666666666
Simon N. Vandekar,University of Pennsylvania,Journal of the American Statistical Association,2019,0.3333333333333333
Matthew G. Olson,University of Pennsylvania,Journal of Machine Learning Research,2017,0.25
Hamed Hassani,University of Pennsylvania,Journal of Machine Learning Research,2018,0.6666666666666666
Albert Nijenhuis,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",1984,0.6666666666666666
Albert Nijenhuis,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",1979,0.5
Albert Nijenhuis,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",1976,1.0
Albert Nijenhuis,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",1975,0.5
Divyansh Agarwal,University of Pennsylvania,Journal of the American Statistical Association,2020,0.25
Gulshan B. Sharma,University of Pittsburgh,Journal of Computational Physics,2013,0.5
Douglas D. Robertson,University of Pittsburgh,Journal of Computational Physics,2013,0.5
Xin Ming Tu,University of Pittsburgh,Journal of the American Statistical Association,1993,0.3333333333333333
Xin Ming Tu,University of Pittsburgh,Journal of the American Statistical Association,1992,0.3333333333333333
Zhuang Ma,University of Pennsylvania,Journal of the American Statistical Association,2018,0.25
Robert C. Hornik,University of Pennsylvania,Journal of the American Statistical Association,2001,0.25
Roger Day,University of Pittsburgh,Journal of the American Statistical Association,1991,0.5
Jennifer Wortman,University of Pennsylvania,Journal of Machine Learning Research,2008,0.3333333333333333
Jerry L. Kazdan,University of Pennsylvania,Communications on Pure and Applied Mathematics,1975,0.5
Jerry L. Kazdan,University of Pennsylvania,Journal of Differential Geometry,1975,0.5
Jerry L. Kazdan,University of Pennsylvania,Communications on Pure and Applied Mathematics,1978,1.5
Jerry L. Kazdan,University of Pennsylvania,Communications on Pure and Applied Mathematics,1988,1.0
Knashawn H. Morales,University of Pennsylvania,Journal of the American Statistical Association,2006,0.25
Justin Khim,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Silvia Liu,University of Pittsburgh,Journal of the American Statistical Association,2016,0.2
J. Richard Landis,University of Pennsylvania,Journal of the American Statistical Association,1994,0.5
J. Richard Landis,University of Pennsylvania,Journal of the American Statistical Association,1998,0.3333333333333333
Mary Regina Boland,University of Pennsylvania,Journal of the American Statistical Association,2020,0.2
Anne Germain,University of Pittsburgh,Journal of the American Statistical Association,2018,0.2
