Author,Institution,Venue,Year,AdjustedCount
Ron Graham,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2002,0.25
Lei Ni,University of California - San Diego,Journal of Differential Geometry,2003,0.5
Lei Ni,University of California - San Diego,Geometric and Functional Analysis,2010,1.0
Lei Ni,University of California - San Diego,Compositio Mathematica,2013,0.5
Lei Ni,University of California - San Diego,Journal of Differential Geometry,2001,0.3333333333333333
Lei Ni,University of California - San Diego,Journal of the American Mathematical Society,2004,1.0
Lei Ni,University of California - San Diego,Journal of Differential Geometry,1998,1.0
J. William Helton,University of California - San Diego,Annals of Probability,2008,0.3333333333333333
J. William Helton,University of California - San Diego,Annals of Mathematics,2012,0.5
J. William Helton,University of California - San Diego,Communications on Pure and Applied Mathematics,2007,1.0
J. William Helton,University of California - San Diego,Annals of Mathematics,2002,1.0
Chiung Yu Huang,University of California - San Francisco,Journal of the American Statistical Association,2008,0.3333333333333333
Chiung Yu Huang,University of California - San Francisco,Journal of the American Statistical Association,2016,0.3333333333333333
Chiung Yu Huang,University of California - San Francisco,Journal of the American Statistical Association,2012,0.5
Chiung Yu Huang,University of California - San Francisco,Journal of the American Statistical Association,2004,0.5
Chiung Yu Huang,University of California - San Francisco,Journal of the American Statistical Association,2017,0.7833333333333333
David J. Benson,University of California - San Diego,Journal of Computational Physics,1992,1.0
David J. Benson,University of California - San Diego,Journal of Computational Physics,2014,0.2
Jim Agler,University of California - San Diego,Annals of Mathematics,2012,0.3333333333333333
Jim Agler,University of California - San Diego,Annals of Mathematics,2014,0.3333333333333333
Jim Agler,University of California - San Diego,Annals of Mathematics,2003,1.0
Jim Agler,University of California - San Diego,Journal of the American Mathematical Society,1999,0.5
Kenneth Kreutz-Delgado,University of California - San Diego,Journal of Machine Learning Research,2005,0.3333333333333333
Bennett Chow,University of California - San Diego,Journal of Differential Geometry,2002,1.0
Bennett Chow,University of California - San Diego,Communications on Pure and Applied Mathematics,1991,1.5
Bennett Chow,University of California - San Diego,Journal of Differential Geometry,1991,2.0
Bennett Chow,University of California - San Diego,Journal of Differential Geometry,2003,1.0
Bennett Chow,University of California - San Diego,Journal of Differential Geometry,1985,1.0
Bennett Chow,University of California - San Diego,Communications on Pure and Applied Mathematics,1992,1.0
Bennett Chow,University of California - San Diego,Journal of Differential Geometry,1996,0.5
Samuel R. Buss,University of California - San Diego,Journal of Computational Physics,2000,1.0
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,2010,0.3333333333333333
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,2006,1.0
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1988,0.25
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,2017,0.5
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1993,0.75
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1991,1.0
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1998,0.8333333333333333
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1996,0.5
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,2004,0.8333333333333333
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1990,1.5
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1992,1.0
Alon Orlitsky,University of California - San Diego,Journal of Machine Learning Research,2003,0.3333333333333333
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,2002,1.0
Alon Orlitsky,University of California - San Diego,IEEE Transactions on Information Theory,1994,0.3333333333333333
Alon Orlitsky,University of California - San Diego,Journal of Machine Learning Research,2018,0.2
Shachar Lovett,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.6666666666666666
Shachar Lovett,University of California - San Diego,Combinatorica,2012,3.0
Shachar Lovett,University of California - San Diego,Geometric and Functional Analysis,2017,0.6666666666666666
Shachar Lovett,University of California - San Diego,Geometric and Functional Analysis,2011,0.5
Shachar Lovett,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2014,1.4999999999999998
Shachar Lovett,University of California - San Diego,IEEE Transactions on Information Theory,2010,1.0
Shachar Lovett,University of California - San Diego,IEEE Transactions on Information Theory,2018,0.5
Shachar Lovett,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2017,0.5
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1998,0.3333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2001,0.6666666666666666
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1999,0.3333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1996,1.95
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2005,1.5
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2008,0.3333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2011,3.333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2006,1.9999999999999998
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2000,0.3333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1994,2.2
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2015,2.0666666666666664
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2013,2.0
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2017,0.6666666666666666
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1993,0.5
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1995,2.0
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1997,1.3333333333333333
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.7
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2002,0.25
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2004,0.5
Alexander Vardy,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2014,1.0
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2018,1.35
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2014,0.2
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,1991,0.5
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2010,0.2857142857142857
Alexander Vardy,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2006,0.6666666666666666
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2020,0.65
Alexander Vardy,University of California - San Diego,IEEE Transactions on Information Theory,2019,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2000,0.3333333333333333
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2003,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1989,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2015,0.6666666666666666
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2014,0.6666666666666666
Adriano M. Garsia,University of California - San Diego,Annals of Probability,1973,1.0
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1998,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1986,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1981,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2017,0.5
Adriano M. Garsia,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2019,0.5
Allan Timmermann,University of California - San Diego,Journal of the American Statistical Association,2009,0.5
Allan Timmermann,University of California - San Diego,Journal of the American Statistical Association,2007,0.5
Gert R. G. Lanckriet,University of California - San Diego,Journal of Machine Learning Research,2011,1.6666666666666665
Gert R. G. Lanckriet,University of California - San Diego,Journal of Machine Learning Research,2004,0.2
Gert R. G. Lanckriet,University of California - San Diego,Journal of Machine Learning Research,2003,0.25
Gert R. G. Lanckriet,University of California - San Diego,Journal of Machine Learning Research,2010,0.7333333333333334
Gert R. G. Lanckriet,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2014,0.14285714285714285
Gert R. G. Lanckriet,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2015,0.25
Gert R. G. Lanckriet,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,0.25
Gert R. G. Lanckriet,University of California - San Diego,Journal of Machine Learning Research,2014,0.6666666666666666
Henry D. I. Abarbanel,University of California - San Diego,Journal of Computational Physics,2011,0.5
Sanjoy Dasgupta,University of California - San Diego,IEEE Transactions on Information Theory,2014,0.5
Sanjoy Dasgupta,University of California - San Diego,Journal of Machine Learning Research,2007,0.5
Sanjoy Dasgupta,University of California - San Diego,Journal of Machine Learning Research,2017,0.5
Liang Ge,University of California - San Francisco,Journal of Computational Physics,2008,0.3333333333333333
Brendon Rhoades,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2017,2.0
Brendon Rhoades,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2014,1.0
Brendon Rhoades,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2010,3.0
Brendon Rhoades,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2018,2.0
Stuart L. Beal,University of California - San Francisco,Journal of the American Statistical Association,1997,0.9444444444444444
Robert R. Bitmead,University of California - San Diego,IEEE Transactions on Information Theory,1984,1.0
Robert R. Bitmead,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,1984,0.3333333333333333
Jacques Verstraëte,University of California - San Diego,Combinatorica,2008,1.5
Jacques Verstraëte,University of California - San Diego,Combinatorica,2017,0.6666666666666666
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2005,0.5
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2009,0.8333333333333333
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2009,0.5
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2016,0.3333333333333333
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2004,0.5
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2013,0.3333333333333333
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2014,0.25
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2017,0.6666666666666666
Jacques Verstraëte,University of California - San Diego,Combinatorica,2004,1.0
Jacques Verstraëte,University of California - San Diego,Combinatorica,2011,0.6666666666666666
Jacques Verstraëte,University of California - San Diego,Combinatorica,2013,0.3333333333333333
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2003,1.0
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series B",2019,0.5
Jacques Verstraëte,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2015,0.3333333333333333
Jacques Verstraëte,University of California - San Diego,Combinatorica,2005,0.5
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2017,1.0
Ery Arias-Castro,University of California - San Diego,Journal of Machine Learning Research,2013,1.0
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2009,0.5
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2011,0.6666666666666666
Ery Arias-Castro,University of California - San Diego,IEEE Transactions on Information Theory,2013,0.6666666666666666
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2008,0.25
Ery Arias-Castro,University of California - San Diego,Journal of the American Statistical Association,2019,0.3333333333333333
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2014,0.5
Ery Arias-Castro,University of California - San Diego,Journal of Machine Learning Research,2016,0.3333333333333333
Ery Arias-Castro,University of California - San Diego,Annals of Probability,2015,0.5
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2012,0.3333333333333333
Ery Arias-Castro,University of California - San Diego,Journal of Machine Learning Research,2020,0.6666666666666666
Ery Arias-Castro,University of California - San Diego,IEEE Transactions on Information Theory,2011,2.0
Ery Arias-Castro,University of California - San Diego,Journal of the American Statistical Association,2018,0.5
Ery Arias-Castro,University of California - San Diego,Annals of Statistics,2016,0.5
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2012,1.6666666666666665
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2015,2.0
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2007,1.3928571428571428
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2014,1.0
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2008,0.3333333333333333
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2006,1.3333333333333333
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2013,0.5
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2009,1.2499999999999998
Massimo Franceschetti,University of California - San Diego,Annals of Probability,2003,0.25
Massimo Franceschetti,University of California - San Diego,IEEE Transactions on Information Theory,2017,1.0
Melvin Leok,University of California - San Diego,Journal of Computational Physics,2017,0.3333333333333333
Melvin Leok,University of California - San Diego,Journal of Computational Physics,2019,1.0
Michael Holst,University of California - San Diego,Journal of Computational Chemistry,1993,1.0
Michael Holst,University of California - San Diego,Journal of Computational Chemistry,2000,0.6666666666666666
Michael Holst,University of California - San Diego,Journal of Computational Chemistry,1995,0.5
Michael Holst,University of California - San Diego,Journal of Computational Physics,2010,0.25
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2012,1.0
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2009,1.8333333333333333
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2014,0.47619047619047616
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Information Theory,2004,1.0
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2001,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2011,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2007,0.25
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2010,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2008,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,1.0
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019,1.6666666666666665
Nuno Vasconcelos,University of California - San Diego,Journal of Machine Learning Research,2015,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2016,0.2
Nuno Vasconcelos,University of California - San Diego,Journal of Machine Learning Research,2014,0.5
Nuno Vasconcelos,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,0.3333333333333333
Nuno Vasconcelos,University of California - San Diego,Journal of Machine Learning Research,2019,0.5
Nolan R. Wallach,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2003,0.5
Nolan R. Wallach,University of California - San Diego,Journal of Differential Geometry,1971,1.0
Nolan R. Wallach,University of California - San Diego,Journal of Differential Geometry,1970,0.5
Nolan R. Wallach,University of California - San Diego,Journal of Differential Geometry,1976,1.0
Nolan R. Wallach,University of California - San Diego,Journal of the American Mathematical Society,1993,1.0
Daniel M. Kane,University of California - San Diego,IEEE Transactions on Information Theory,2020,0.75
Daniel M. Kane,University of California - San Diego,Annals of Probability,2017,1.0
Daniel M. Kane,University of California - San Diego,Combinatorica,2019,0.3333333333333333
Daniele Micciancio,University of California - San Diego,IEEE Transactions on Information Theory,2001,1.0
Pamela C. Cosman,University of California - San Diego,IEEE Transactions on Information Theory,2007,0.3333333333333333
Pamela C. Cosman,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.25
Pamela C. Cosman,University of California - San Diego,IEEE Transactions on Information Theory,2000,0.25
Eric Vittinghoff,University of California - San Francisco,Journal of the American Statistical Association,1994,0.3333333333333333
Mark Gross,University of California - San Diego,Compositio Mathematica,2001,1.0
Mark Gross,University of California - San Diego,Journal of the American Mathematical Society,2012,1.0
Mark Gross,University of California - San Diego,Journal of the American Mathematical Society,2017,0.5
Mark Gross,University of California - San Diego,Journal of Differential Geometry,2006,1.0
Mark Gross,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2017,0.14285714285714285
Mark Gross,University of California - San Diego,Annals of Mathematics,2011,1.0
Mark Gross,University of California - San Diego,Journal of Differential Geometry,2000,1.0
Mark Gross,University of California - San Diego,Compositio Mathematica,2015,0.3333333333333333
Mi-Ok Kim,University of California - San Francisco,Annals of Statistics,2007,1.0
Mi-Ok Kim,University of California - San Francisco,Journal of the American Statistical Association,2011,0.5
Ian Galton,University of California - San Diego,IEEE Transactions on Information Theory,1993,1.0
Ian Galton,University of California - San Diego,IEEE Transactions on Information Theory,1994,1.0
Ian Galton,University of California - San Diego,IEEE Transactions on Information Theory,2004,0.5
Tara Javidi,University of California - San Diego,IEEE Transactions on Information Theory,2018,1.6666666666666665
Tara Javidi,University of California - San Diego,IEEE Transactions on Information Theory,2015,0.6666666666666666
Tara Javidi,University of California - San Diego,IEEE Transactions on Information Theory,2009,1.2833333333333332
Tara Javidi,University of California - San Diego,Annals of Statistics,2013,0.5
Tara Javidi,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.9166666666666665
Tara Javidi,University of California - San Diego,IEEE Transactions on Information Theory,2007,0.5
Randolph E. Bank,University of California - San Diego,Acta Numerica,1996,1.0
Charles Elkan,University of California - San Diego,Journal of Machine Learning Research,2010,0.25
Charles Elkan,University of California - San Diego,Journal of Machine Learning Research,2004,0.3333333333333333
Stephen Shiboski,University of California - San Francisco,Journal of the American Statistical Association,1992,0.5
Rayan Saab,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.8333333333333333
Rayan Saab,University of California - San Diego,IEEE Transactions on Information Theory,2016,0.6666666666666666
Rayan Saab,University of California - San Diego,Communications on Pure and Applied Mathematics,2020,1.0
Rayan Saab,University of California - San Diego,IEEE Transactions on Information Theory,2018,0.6666666666666666
Rayan Saab,University of California - San Diego,Journal of Machine Learning Research,2017,0.6666666666666666
Kiran S. Kedlaya,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1996,1.0
Kiran S. Kedlaya,University of California - San Diego,Journal of the American Mathematical Society,2011,3.333333333333333
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2015,1.0
Kiran S. Kedlaya,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1997,2.0
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2008,1.0
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2006,2.0
Kiran S. Kedlaya,University of California - San Diego,Annals of Mathematics,2004,2.0
Kiran S. Kedlaya,University of California - San Diego,Journal of the American Mathematical Society,2014,0.3333333333333333
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2007,2.0
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2012,0.25
Kiran S. Kedlaya,University of California - San Diego,Compositio Mathematica,2009,1.0
Kiran S. Kedlaya,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2000,2.0
Brian K. Shoichet,University of California - San Francisco,Journal of Computational Chemistry,1992,0.6666666666666666
Bruce K. Driver,University of California - San Diego,Annals of Probability,2001,0.5
Bruce K. Driver,University of California - San Diego,Journal of Differential Geometry,2009,1.0
Zhuowen Tu,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2004,0.3333333333333333
Zhuowen Tu,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019,0.16666666666666666
Zhuowen Tu,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2010,0.7
Zhuowen Tu,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2002,0.5
Zhuowen Tu,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2015,0.2
Michael Rosenblum,University of California - San Francisco,Journal of the American Statistical Association,2014,0.3333333333333333
Kamalika Chaudhuri,University of California - San Diego,IEEE Transactions on Information Theory,2015,0.3333333333333333
Kamalika Chaudhuri,University of California - San Diego,IEEE Transactions on Information Theory,2014,0.5
Kamalika Chaudhuri,University of California - San Diego,Journal of Machine Learning Research,2013,0.3333333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2002,1.3333333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2008,3.0
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1987,0.5
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1994,0.5
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2003,0.75
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1998,0.3333333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2012,1.3666666666666667
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2006,3.0
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2016,1.1666666666666665
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2014,2.3666666666666667
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1991,0.6666666666666666
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2007,1.3333333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1999,0.3333333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1996,0.5833333333333333
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2013,2.75
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2001,0.5
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2010,0.2857142857142857
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2005,0.6666666666666666
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2019,1.0
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2018,0.25
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,1993,1.25
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2011,0.5
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2009,1.0
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2020,1.5333333333333332
Paul H. Siegel,University of California - San Diego,IEEE Transactions on Information Theory,2004,0.5
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2018,0.25
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2002,0.7
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2001,0.6
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2004,0.2
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2007,1.0
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2010,0.3333333333333333
Li-Tien Cheng,University of California - San Diego,Journal of Computational Chemistry,2015,0.14285714285714285
Li-Tien Cheng,University of California - San Diego,Journal of Computational Physics,2008,0.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1995,0.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2002,0.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1991,3.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2003,1.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1997,1.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2009,0.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2001,1.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1990,0.5
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1999,1.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1996,1.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,1993,1.0
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2007,0.25
Elias Masry,University of California - San Diego,IEEE Transactions on Information Theory,2008,0.5
D. Rogalski,University of California - San Diego,Compositio Mathematica,2012,1.0
Ramón Huerta,University of California - San Diego,Journal of Machine Learning Research,2010,0.25
Olvi L. Mangasarian,University of California - San Diego,Journal of Machine Learning Research,2001,0.5
Olvi L. Mangasarian,University of California - San Diego,Journal of Machine Learning Research,2006,1.0
Olvi L. Mangasarian,University of California - San Diego,Journal of Machine Learning Research,2004,0.3333333333333333
Olvi L. Mangasarian,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2006,0.5
Olvi L. Mangasarian,University of California - San Diego,IEEE Transactions on Information Theory,1968,1.0
Olvi L. Mangasarian,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2000,0.5
Olvi L. Mangasarian,University of California - San Diego,Journal of Machine Learning Research,2003,0.3333333333333333
Ruth J. Williams,University of California - San Diego,Annals of Probability,1990,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,1996,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,2007,0.8333333333333333
Ruth J. Williams,University of California - San Diego,Annals of Probability,2019,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,2004,1.0
Ruth J. Williams,University of California - San Diego,Annals of Probability,2005,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,1994,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,2009,0.75
Ruth J. Williams,University of California - San Diego,Annals of Probability,1992,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,2002,0.3333333333333333
Ruth J. Williams,University of California - San Diego,Annals of Probability,2001,0.5
Ruth J. Williams,University of California - San Diego,Communications on Pure and Applied Mathematics,1985,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,1987,0.5
Ruth J. Williams,University of California - San Diego,Annals of Probability,1985,1.0
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2015,1.6666666666666665
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2005,1.1666666666666665
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1999,1.4999999999999998
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2004,2.5
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2011,0.25
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2008,1.1666666666666665
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2002,0.75
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1994,1.5
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2006,2.3333333333333335
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2018,1.0
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2000,0.25
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2007,0.3333333333333333
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2017,1.0
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1995,1.3333333333333333
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1998,0.5
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2001,0.3333333333333333
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1997,1.3333333333333333
