David Thiess,2899075524
Nasser Alamri,2231382489
E. Shnaider,2590432855
K.W. Cameron,2982775741
Bereket Mathewos,2228793135
P. Bond,2193701919
G. Frederick,2437563401
Abhijit Chakravarty,2166635242
Talal Puri,2141505443
Mike Andrews,2492736172
Joel Blatt,2138435282
J. Whitlow,2151778947
T. El-Ghazawi,2775117948
Ahmed Kadhim,2672878115
Michael Smith,2345048694
Munevver Subasi,2077393898
Marius-Cǎlin Silaghi,2224520725
Steven Lazarus,2066081945
M. Lueken,2316589347
K. Rekab,2973715111
M. Splitt,707637930
Hannah Gacey,2517957418
S.I. Syed,2220070791
Badr Alshehry,2604239495
Mir Faiz,2230888634
Abdlmagid Basere,2594656834
J. Whittaker,2430296116
Thomas McDowall,2143674659
Ken Ports,2000246764
Quang Le,2226890677
K.Y. Han,2494604267
J. Hadjilogiou,2974808336
S. Leela,2421017517
Gerhard Friedrich,2781457942
Makoto Yokoo,2988995913
Tiauw Go,2135643111
philip bernhard,https://scholar.google.com/citations?hl=en&user=EX43HZ0AAAAJ
David LeVan,https://scholar.google.com/citations?hl=en&user=aRAsVC4AAAAJ
Mohammed Aljebreen,https://scholar.google.com/citations?hl=en&user=y1qbK08AAAAJ
